Acanthaceae,Acanthaceae,,,キツネノマゴ科,-,"5,6,7,12,13,35,45,46,48,52,53,72,73,77,80,88,97"
Actinidiaceae,Actinidiaceae,,,マタタビ科,-,"2,5,7,10,18,43,47,52,62,63,72,79,81,86,91,95,98,105"
Adoxaceae,Adoxaceae,,,レンプクソウ科,-,"23,44,52,53,62,69,70,73,104,119"
Aizoaceae,Aizoaceae,,,ハマミズナ科,-,"29,85,104"
Alismataceae,Alismataceae,,,オモダカ科,-,"11,35,57,93,108"
Alliaceae,Alliaceae,,,-,-,11
Alseuosmiaceae,Alseuosmiaceae,,,アルセウオスミア科,-,"45,52,91,104"
Amaryllidaceae,Amaryllidaceae,,,ヒガンバナ科,-,"86,94,104,112,116"
Anacardiaceae,Anacardiaceae,,,ウルシ科,-,"2,5,7,10,18,20,21,23,24,27,35,36,37,39,41,43,45,47,49,52,54,60,61,62,63,67,68,69,76,78,79,89,90,92,95,103,104,108,109,119"
Ancistrocladaceae,Ancistrocladaceae,,,ツクバネカズラ科,-,"4,63,70,90,109"
Anisophylleaceae,Anisophylleaceae,,,アニソフィレア科,-,"16,17,19,23,46,48,53,54,59,63,70,89,91,104,109"
Annonaceae,Annonaceae,,,バンレイシ科,-,"4,5,7,13,14,16,22,26,38,47,54,57,58,60,62,67,68,69,70,74,79,80,81,83,84,89,93,95,97,103,108,110,113,114,115,118,119"
Aponogetonaceae,Aponogetonaceae,,,レースソウ科,-,20
Aquifoliaceae,Aquifoliaceae,,,モチノキ科,-,"14,38,43,45,52,68,69,70,100"
Araceae,Araceae,,,サトイモ科,-,"5,11,20,26,27,35,51,55,68,72,75,78,86,93,97,114"
Araliaceae,Araliaceae,,,ウコギ科,-,"1,2,7,24,25,27,30,35,40,47,49,50,51,52,62,68,69,71,72,77,79,86,89,101,104,114,119"
Apiaceae,Apiaceae,,,セリ科,-,"1,25,26,49,50,52,86,104,108"
Araucariaceae,Araucariaceae,,,ナンヨウスギ科,-,"19,24,27,76,86,114,116"
Aristolochiaceae,Aristolochiaceae,,,ウマノスズクサ科,-,"5,12,13,26,53,88,89,95,104,110,116,119"
Arecaceae,Arecaceae,,,ヤシ科,-,"2,4,7,10,11,20,22,50,67,68,72,77,79,80,86,96,114,119"
Asparagaceae,Asparagaceae,,,キジカクシ科,-,"2,5,11,19,24,77,86,91,93,94,106,112"
Asteraceae,Asteraceae,,,キク科,-,"1,5,6,13,20,25,44,50,52,62,68,69,75,78,86,88,93,101,104,108,117"
Atherospermataceae,Atherospermataceae,,,アテロスペルマ科,-,99
Balanophoraceae,Balanophoraceae,,,ツチトリモチ科,-,"8,9,24,78,86,89,104"
Balsaminaceae,Balsaminaceae,,,ツリフネソウ科,-,"3,12,45,52,88,93"
Basellaceae,Basellaceae,,,ツルムラサキ科,-,"5,11,94"
Begoniaceae,Begoniaceae,,,ベゴニア科,-,"43,48,50,51,52,68,88,93,104,109"
Berberidaceae,Berberidaceae,,,メギ科,-,"7,52,61,89,93,94,99"
Bignoniaceae,Bignoniaceae,,,ノウゼンカズラ科,-,"2,4,5,6,23,34,35,39,40,42,44,45,49,50,58,62,69,70,78,79,80,88,91,93,107,109,116"
Bixaceae,Bixaceae,,,ベニノキ科,-,"22,35,63,69,93,95,108,117"
Bonnetiaceae,Bonnetiaceae,,,ヤチモクコク科,-,"18,61,95"
Boraginaceae,Boraginaceae,,,ムラサキ科,-,"1,5,6,10,43,52,58,69,71,72,90,92,102,105,108"
Brassicaceae,Brassicaceae,,,アブラナ科,-,"1,7,52,93"
Bromeliaceae,Bromeliaceae,,,パイナップル科,-,"86,114"
Burmanniaceae,Burmanniaceae,,,ヒナノシャクジョウ科,-,"8,104"
Burseraceae,Burseraceae,,,カンラン科,-,"5,7,20,21,24,27,31,34,37,40,49,52,61,62,69,78,89,100,103,106,109,116"
Butomaceae,Butomaceae,,,ハナイ科,-,"20,115"
Buxaceae,Buxaceae,,,ツゲ科,-,"52,53,54,55,71,89,101,112"
Cactaceae,Cactaceae,,,サボテン科,-,"7,79,95,104,108"
Campanulaceae,Campanulaceae,,,キキョウ科,-,"5,20,52,85,88,104,110"
Cannaceae,Cannaceae,,,カンナ科,-,"88,104,108,112"
Capparaceae,Capparaceae,,,フウチョウボク科,-,"4,7,10,16,35,49,53,62,70,71,80,84,88,90,95,107"
Caprifoliaceae,Caprifoliaceae,,,スイカズラ科,-,"5,6,16,44,52,68,69,70,88,104"
Caricaceae,Caricaceae,,,パパイア科,-,"2,20,47,51"
Carlemanniaceae,Carlemanniaceae,,,カルレマンニア科,-,"52,104"
Caryophyllaceae,Caryophyllaceae,,,ナデシコ科,-,"1,53,91"
Centrolepidaceae,Centrolepidaceae,,,カツマダソウ科,-,1
Ceratophyllaceae,Ceratophyllaceae,,,マツモ科,-,"45,52,108"
Casuarinaceae,Casuarinaceae,,,モクマオウ科,-,"45,86,108,114,116"
Celastraceae,Celastraceae,,,ニシキギ科,-,"5,6,13,14,16,20,23,38,52,61,62,70,71,76,79,84,87,89,91,97,100,103,107,108,109,112,116,117,118"
Chrysobalanaceae,Chrysobalanaceae,,,クリソバラヌス科,-,"18,30,57,63,70,95,103,108,119"
Chloranthaceae,Chloranthaceae,,,センリョウ科,-,"12,29,45,52,97,104,105"
Cleomaceae,Cleomaceae,,,フウチョウソウ科,-,"7,49,88"
Clethraceae,Clethraceae,,,リョウブ科,-,"52,62,69,70"
Clusiaceae,Clusiaceae,,,フクギ科,-,"5,6,13,20,22,23,38,45,47,56,71,89,90,93,95,100,110,118"
Combretaceae,Combretaceae,,,シクンシ科,-,"4,5,6,7,18,23,45,57,61,63,69,70,71,73,78,86,90,104,109,110"
Commelinaceae,Commelinaceae,,,ツユクサ科,-,"5,72,79,81,83,88,91,93,106,118"
Connaraceae,Connaraceae,,,マメモドキ科,-,"2,5,16,22,35,37,49,51,60,64,70,71,73,82,96,108,110,118"
Convolvulaceae,Convolvulaceae,,,ヒルガオ科,-,"5,7,9,13,14,20,38,39,49,51,62,64,70,71,78,79,80,85,90,91,92,93,100,103,105,109,119"
Coriariaceae,Coriariaceae,,,ドクウツギ科,-,"13,17,53,115"
Corsiaceae,Corsiaceae,,,コルシア科,-,"8,88,104"
Corynocarpaceae,Corynocarpaceae,,,コリノカルプス科,-,"14,45,70,71,94"
Costaceae,Costaceae,,,オオホザキアヤメ科,-,"19,86"
Crassulaceae,Crassulaceae,,,ベンケイソウ科,-,"11,52,93,115"
Crypteroniaceae,Crypteroniaceae,,,クリプテロニア科,-,"10,12,13,47,54,55,94,111,116"
Ctenolophonaceae,Ctenolophonaceae,,,クテノロフォン科,-,"24,27,62,63"
Cucurbitaceae,Cucurbitaceae,,,ウリ科,-,"3,4,7,13,25,46,49,52,53,58,68,70,72,75,91,93,97,102,104,105,107,108,110,116"
Cunoniaceae,Cunoniaceae,,,クノニア科,-,"22,23,29,34,35,39,44,45,49,52,59,60,61,62,68,69,70,71,86,89,90,91,101,104,109,114,115,116,117"
Cupressaceae,Cupressaceae,,,ヒノキ科,-,"24,86,114"
Cycadaceae,Cycadaceae,,,ソテツ科,-,"2,7,19,24"
Cyperaceae,Cyperaceae,,,カヤツリグサ科,-,"1,11,25,86,108"
Daphniphyllaceae,Daphniphyllaceae,,,ユズリハ科,-,"35,45,52,67,89,101,108"
Datiscaceae,Datiscaceae,,,ダティスカ科,-,"63,70,71"
Dichapetalaceae,Dichapetalaceae,,,ジカペタラム科,-,"5,58,68,70,73,82,91,105,108,110,112"
Dilleniaceae,Dilleniaceae,,,ビワモドキ科,-,"3,5,16,18,26,30,39,47,52,57,62,63,68,69,75,78,79,89,90,93,95,97,98,115,118,119"
Dipterocarpaceae,Dipterocarpaceae,,,フタバガキ科,-,"10,15,23,24,27,30,33,34,35,38,47,51,56,57,60,61,62,63,64,67,68,69,70,78,90,95,97,104,109,119"
Droseraceae,Droseraceae,,,モウセンゴケ科,-,1
Ebenaceae,Ebenaceae,,,カキノキ科,-,"7,10,16,19,38,58,59,62,66,68,70,71,79,80,82,84,89,90,94,119"
Elaeagnaceae,Elaeagnaceae,,,グミ科,-,"7,62,63"
Elaeocarpaceae,Elaeocarpaceae,,,ホルトノキ科,-,"5,6,10,18,23,31,34,35,43,45,47,52,56,59,60,61,67,68,69,71,91,95,97,98,106,108,111,118,119"
Elatinaceae,Elatinaceae,,,ミゾハコベ科,-,"29,45,89"
Ericaceae,Ericaceae,,,ツツジ科,-,"1,3,8,19,28,45,52,53,60,62,63,70,73,86,89,93,97,98,104,105,106"
Eriocaulaceae,Eriocaulaceae,,,ホシクサ科,-,"1,86,88"
Erythroxylaceae,Erythroxylaceae,,,コカ科,-,"15,30,92,96"
Escalloniaceae,Escalloniaceae,,,エスカロニア科,-,"45,52,58,59,68,70,71,101,104,106,119"
Euphorbiaceae,Euphorbiaceae,,,トウダイグサ科,-,"2,3,4,5,7,10,12,16,18,20,21,22,23,25,29,30,31,33,34,35,43,45,46,47,49,51,52,53,56,57,60,61,62,63,64,66,67,68,80,82,83,72,73,74,75,76,78,79,100,101,102,105,107,108,109,69,110,112,118"
Eupomatiaceae,Eupomatiaceae,,,エウポマチア科,-,"67,104"
Fagaceae,Fagaceae,,,ブナ科,-,"19,23,36,45,52,57,62,63,67,68,89,104,108,119"
Flagellariaceae,Flagellariaceae,,,トウツルモドキ科,-,4
Gentianaceae,Gentianaceae,,,リンドウ科,-,"1,5,6,7,8,10,18,20,23,29,52,53,68,70,74,92"
Geraniaceae,Geraniaceae,,,フウロソウ科,-,"1,52,83"
Gesneriaceae,Gesneriaceae,,,イワタバコ科,-,"5,6,38,39,42,45,46,47,48,51,52,62,64,68,70,73,75,77,79,81,83,85,86,88,90,91,93,97,105,116,117,118"
Gnetaceae,Gnetaceae,,,グネツム科,-,"5,6,12,71,76,79"
Goodeniaceae,Goodeniaceae,,,クサトベラ科,-,"5,6,43,45,52,58,88,93,104,105"
Haemodoraceae,Haemodoraceae,,,ハエモドルム科,-,"88,104"
Haloragaceae,Haloragaceae,,,アリノトウグサ科,-,"45,52,104"
Hamamelidaceae,Hamamelidaceae,,,マンサク科,-,"12,18,30,31,34,35,36,51,52,53,62,63,67,69,86,95,97,99,101,104,111,114"
Hanguanaceae,Hanguanaceae,,,ハングアナ科,-,"100,105"
Heliconiaceae,Heliconiaceae,,,オウムバナ科,-,56
Hernandiaceae,Hernandiaceae,,,ハスノハギリ科,-,"4,5,13,35,49,51,69,71,89,90,99,104,105,109,110"
Himantandraceae,Himantandraceae,,,ヒマンタンドラ科,-,"27,63,71,95"
Hydrangeaceae,Hydrangeaceae,,,アジサイ科,-,"6,62,63,69,86,104,106"
Hydrocharitaceae,Hydrocharitaceae,,,トチカガミ科,-,"45,52,104,110"
Hydroleaceae,Hydroleaceae,,,ヒドロレア科,-,7
Hypericaceae,Hypericaceae,,,オトギリソウ科,-,"7,20,22,27,71,78,92,93,95,111,116"
Hypoxidaceae,Hypoxidaceae,,,キンバイザサ科,-,93
Iridaceae,Iridaceae,,,アヤメ科,-,"88,96,104"
Icacinaceae,Icacinaceae,,,クロタキカズラ科,-,"4,5,6,7,25,38,43,58,62,63,64,65,66,68,71,79,99,100,103,110,114,118,119"
Ixonanthaceae,Ixonanthaceae,,,イクソナンテス科,-,"14,36,110,111,112,116"
Juglandaceae,Juglandaceae,,,クルミ科,-,"37,41,52,63,69,80,104,109"
Juncaginaceae,Juncaginaceae,,,シバナ科,-,115
Lamiaceae,Lamiaceae,,,シソ科,-,"3,4,5,6,7,10,26,29,35,39,44,45,46,47,49,50,52,53,58,62,63,64,65,68,69,70,71,73,75,78,79,86,88,90,93,97,103,105,106,109,110"
Lardizabalaceae,Lardizabalaceae,,,アケビ科,-,5
Lecythidaceae,Lecythidaceae,,,サガリバナ科,-,"2,3,18,19,36,45,46,47,52,61,79,80,95,96,104,107,109,110,119"
Leguminosae,Leguminosae,,,マメ科,-,"2,3,4,5,6,7,10,13,15,16,18,19,22,25,26,29,30,32,33,34,35,37,38,39,40,41,43,44,49,50,53,56,57,58,60,62,64,65,66,67,68,70,71,78,79,80,81,84,86,88,90,93,95,96,97,98,106,108,109,110,113,118,119"
Lentibulariaceae,Lentibulariaceae,,,タヌキモ科,-,"78,88,93"
Lauraceae,Lauraceae,,,クスノキ科,-,"5,9,10,14,18,19,28,43,45,47,53,57,58,60,67,68,69,71,78,79,82,86,89,95,97,99,104,106,110"
Liliaceae,Liliaceae,,,ユリ科,-,112
Linaceae,Linaceae,,,アマ科,-,"4,23,24,31,52,70,82,93,96,109,110,118"
Linderniaceae,Linderniaceae,,,アゼトウガラシ科,-,"52,88"
Loganiaceae,Loganiaceae,,,マチン科,-,"4,5,6,29,45,53,58,104,107"
Lophopyxidaceae,Lophopyxidaceae,,,ロフォピクシス科,-,"4,52,69,109"
Loranthaceae,Loranthaceae,,,オオバヤドリギ科,-,"9,10,12,42,45,46,53,64,74,86,89,93,94,104,108,119"
Lowiaceae,Lowiaceae,,,ロウイア科,-,"88,104,118"
Magnoliaceae,Magnoliaceae,,,モクレン科,-,"30,34,36,47,67,69,83,89,93,95,97,114,115,118,119"
Malpighiaceae,Malpighiaceae,,,キントラノオ科,-,"5,6,7,25,45,65,70,88,91,93,97,109,110"
Malvaceae,Malvaceae,,,アオイ科,-,"2,3,5,7,18,19,20,25,26,31,32,33,34,35,47,48,49,51,52,53,57,61,62,63,66,69,70,71,78,79,83,85,90,91,93,94,95,96,108,109,110,111,115,116,117,118,119"
Marantaceae,Marantaceae,,,クズウコン科,-,"35,68,86,88,104,105,118"
Martyniaceae,Martyniaceae,,,ツノゴマ科,-,108
Melastomataceae,Melastomataceae,,,ノボタン科,-,"5,6,10,12,13,29,39,42,45,46,52,53,54,57,59,60,62,63,64,68,69,70,71,72,74,79,81,89,94,95,97,98,104,106,108"
Meliaceae,Meliaceae,,,センダン科,-,"2,10,16,18,20,22,23,24,26,34,35,37,39,40,41,43,44,49,50,52,56,61,62,63,65,69,70,71,73,79,80,85,93,96,97,100,105,107,110,116,118"
Menispermaceae,Menispermaceae,,,ツヅラフジ科,-,"5,14,20,22,35,36,51,53,67,69,76,79,80,89,91,94,95,96,103,108,119"
Menyanthaceae,Menyanthaceae,,,ミツガシワ科,-,"51,91,93"
Mitrastemataceae,Mitrastemataceae,,,ヤッコソウ科,-,"8,9,78"
Molluginaceae,Molluginaceae,,,ザクロソウ科,-,45
Monimiaceae,Monimiaceae,,,モニミア科,-,"5,6,10,12,45,46,52,53,62,71,79,95,97,114,115"
Moraceae,Moraceae,,,クワ科,-,"4,5,6,7,10,20,22,29,30,33,34,35,37,43,47,48,52,53,56,59,66,68,69,70,71,72,75,79,80,81,86,89,90,101,103,104,105,108,114"
Muntingiaceae,Muntingiaceae,,,ムンチンギア科,-,48
Musaceae,Musaceae,,,バショウ科,-,"48,56,77,80,88,104,118"
Myricaceae,Myricaceae,,,ヤマモモ科,-,"52,63,68,73,108"
Moringaceae,Moringaceae,,,ワサビノキ科,-,"24,40,50,70,88,113,116"
Myristicaceae,Myristicaceae,,,ニクズク科,-,"10,13,15,17,22,47,62,63,64,67,70,71,74,75,82,89,118,119"
Myrtaceae,Myrtaceae,,,フトモモ科,-,"5,6,13,14,15,23,27,28,38,42,45,46,47,48,53,54,55,59,60,61,62,68,69,71,73,79,86,93,95,104,105,110,111,113,116"
Nelumbonaceae,Nelumbonaceae,,,ハス科,-,"51,95"
Nepenthaceae,Nepenthaceae,,,ウツボカズラ科,-,"4,10,55"
Nyctaginaceae,Nyctaginaceae,,,オシロイバナ科,-,"4,7,12,20,23,45,58,72,79,80,96,110"
Nymphaeaceae,Nymphaeaceae,,,スイレン科,-,"20,45,51,68,95,104,118"
Ochnaceae,Ochnaceae,,,オクナ科,-,"2,30,31,45,47,52,53,54,55,56,84,93,98,103,105,115,116"
Oleaceae,Oleaceae,,,モクセイ科,-,"4,5,6,7,14,15,29,35,40,42,44,45,49,52,53,69,70,71,73,74,84,93,106,108,109,110,116"
Onagraceae,Onagraceae,,,アカバナ科,-,"61,93,94,104,117"
Opiliaceae,Opiliaceae,,,カナビキボク科,-,"5,9,25,71,74,79,94,100"
Orchidaceae,Orchidaceae,,,ラン科,-,"5,8,23,25,26,58,78,86,88,91,93,104"
Orobanchaceae,Orobanchaceae,,,ハマウツボ科,-,"8,9,45,58,78,88,93"
Oxalidaceae,Oxalidaceae,,,カタバミ科,-,"2,5,35,41,49,60,79,80,93,96,110,118"
Pandanaceae,Pandanaceae,,,タコノキ科,-,"2,5,7,52,79,86,108,114"
Papaveraceae,Papaveraceae,,,ケシ科,-,"20,52,94,100,118"
Pedaliaceae,Pedaliaceae,,,ゴマ科,-,"44,49,88,108"
Pentaphragmataceae,Pentaphragmataceae,,,ユガミウチワ科,-,"48,52,68,104"
Petrosaviaceae,Petrosaviaceae,,,サクライソウ科,-,"8,112,116"
Philydraceae,Philydraceae,,,タヌキアヤメ科,-,88
Phytolaccaceae,Phytolaccaceae,,,ヤマゴボウ科,-,"83,94"
Pinaceae,Pinaceae,,,マツ科,-,"19,24,86,114,116,"
Piperaceae,Piperaceae,,,コショウ科,-,"10,12,30,45,47,48,51,53,68,69,70,71,72,80,83,89,108,114"
Pittosporaceae,Pittosporaceae,,,トベラ科,-,"7,14,18,19,24,27,45,58,65,112,116"
Plumbaginaceae,Plumbaginaceae,,,イソマツ科,-,"30,70,94"
Poaceae,Poaceae,,,イネ科,-,"1,5,7,12,16,19,25,28,66,67,77,78,86,88,96,105"
Podocarpaceae,Podocarpaceae,,,マキ科,-,"13,15,17,19,20,24,46,71,118"
Polemoniaceae,Polemoniaceae,,,ハナシノブ科,-,88
Polygalaceae,Polygalaceae,,,ヒメハギ科,-,"5,7,8,28,38,47,53,59,68,69,70,84,88,96,107,108,109,118"
Polygonaceae,Polygonaceae,,,タデ科,-,"4,5,7,12,15,30,34,70,86,89,90,94,106,109,119"
Pontederiaceae,Pontederiaceae,,,ミズアオイ科,-,88
Portulacaceae,Portulacaceae,,,スベリヒユ科,-,"93,94,104"
Proteaceae,Proteaceae,,,ヤマモガシ科,-,"10,22,36,39,45,50,51,52,53,54,59,65,68,71,79,80,86,93,94,97,103,106,110,114,116"
Rafflesiaceae,Rafflesiaceae,,,ラフレシア科,-,"8,9,26,78,104"
Ranunculaceae,Ranunculaceae,,,キンポウゲ科,-,"4,5,6,44,49,50,52,53,93,95,98,103,108,115"
Rhamnaceae,Rhamnaceae,,,クロウメモドキ科,-,"4,5,7,17,43,48,52,53,57,63,65,67,68,69,82,94,102,104,109,112"
Rhizophoraceae,Rhizophoraceae,,,ヒルギ科,-,"12,18,23,29,52,56,62,70,71,89,91,94,95,104"
Rosaceae,Rosaceae,,,バラ科,-,"1,4,7,18,19,28,31,32,34,49,52,61,63,69,70,71,73,93,95,104,108,114"
Rubiaceae,Rubiaceae,,,アカネ科,-,"1,2,3,4,5,6,7,10,13,14,16,18,20,23,26,29,31,33,34,45,46,47,53,54,55,56,57,58,61,62,65,67,68,69,70,71,72,76,78,79,80,83,84,86,87,93,98,104,105,106,107,108,109,110,114,116,119"
Rutaceae,Rutaceae,,,ミカン科,-,"4,7,10,14,18,28,35,37,39,41,44,45,47,49,50,52,56,59,62,63,68,69,71,79,95,97,105,106,107,108,109,115,116,118,119"
Sabiaceae,Sabiaceae,,,アワブキ科,-,"5,37,40,52,68,80,92,94,97,103,110"
Salvadoraceae,Salvadoraceae,,,サルバドラ科,-,"7,26"
Sapotaceae,Sapotaceae,,,アカテツ科,-,"7,18,20,30,36,43,45,47,54,56,57,63,65,69,70,73,79,82,89,94,95,97"
Saururaceae,Saururaceae,,,ドクダミ科,-,"28,30,83,89"
Saxifragaceae,Saxifragaceae,,,ユキノシタ科,-,"50,52,115"
Schisandraceae,Schisandraceae,,,マツブサ科,-,"5,28,45,71,79,95,114,115"
Scrophulariaceae,Scrophulariaceae,,,ゴマノハグサ科,-,"13,46,52,62,71,79,88,110"
Simaroubaceae,Simaroubaceae,,,ニガキ科,-,"2,34,35,39,40,52,61,69,70,76,79,80,89,109,110,115"
Smilacaceae,Smilacaceae,,,サルトリイバラ科,-,"4,5,6,7,10,35,45,53,67,71,86"
Solanaceae,Solanaceae,,,ナス科,-,"4,7,46,62,69,79,83,85,90,98,105"
Sphenocleaceae,Sphenocleaceae,,,ナガボノウルシ科,-,"83,104"
Staphyleaceae,Staphyleaceae,,,ミツバウツギ科,-,"29,34,40,44,49,52"
Stemonaceae,Stemonaceae,,,ビャクブ科,-,"5,11,53,57,85,97,104,110,118"
Strelitziaceae,Strelitziaceae,,,ゴクラクチョウカ科,-,118
Stylidiaceae,Stylidiaceae,,,スティリジウム科,-,"88,91,104"
Styracaceae,Styracaceae,,,エゴノキ科,-,"24,52,62,63,69,96,104"
Surianaceae,Surianaceae,,,スリアナ科,-,103
Symplocaceae,Symplocaceae,,,ハイノキ科,-,"19,43,45,52,59,68,82,87,95,96,104,106"
Taxaceae,Taxaceae,,,イチイ科,-,"17,24,118"
Tetrameristaceae,Tetrameristaceae,,,テトラメリスタ科,-,"23,119"
Theaceae,Theaceae,,,ツバキ科,-,"74,95,96,104,111,112,116"
Thymelaeaceae,Thymelaeaceae,,,ジンチョウゲ科,-,"1,4,5,6,23,47,54,557,68,70,71,73,76,79,82,86,92,56,93,100,103,112,118"
Trigoniaceae,Trigoniaceae,,,トリゴニア科,-,"70,88,96,109"
Trimeniaceae,Trimeniaceae,,,トリメニア科,-,"5,6,23,52,71,73,95,100,119"
Triuridaceae,Triuridaceae,,,ホンゴウソウ科,-,"8,103,104,115"
Ulmaceae,Ulmaceae,,,ニレ科,-,"69,71,109"
Urticaceae,Urticaceae,,,イラクサ科,-,"5,13,18,46,47,48,51,52,53,58,63,66,68,69,72,75,80,82,86,104,105,114"
Violaceae,Violaceae,,,スミレ科,-,"5,10,31,33,47,52,57,59,69,82,96,97,108,112,116,118"
Winteraceae,Winteraceae,,,シキミモドキ科,-,"19,45,67,68,71,89,95,115"
Xanthorrhoeaceae,Xanthorrhoeaceae,,,ススキノキ科,-,"2,5,19,24,98,106"
Xyridaceae,Xyridaceae,,,トウエンソウ科,-,"1,86,93"
Zingiberaceae,Zingiberaceae,,,ショウガ科,-,"10,11,68,79,80,81,86,88,93,104,108,112,114,118"
Zygophyllaceae,Zygophyllaceae,,,ハマビシ科,-,"44,46,52,93,108,119"
Achariaceae(Flacourtiaceae p.p.),Achariaceae(Flacourtiaceae p.p.),,,アカリア科(Flacourtiaceae p.p.),-,"10,18,25,35,43,48,53,54,62,65,70,71,74,79,82,84,87,92,94,95,100,105,107,108,112"
Agavaceae(Asparagaceae),Agavaceae(Asparagaceae),,,Agavaceae(キジカクシ科),-,"2,77"
Altingiaceae(Hamamelidaceae p.p.),Altingiaceae(Hamamelidaceae p.p.),,,フウ科(マンサク科 p.p.),-,"24,69,86,114,116"
Amaranthaceae(incl. Chenopodiaceae),Amaranthaceae(incl. Chenopodiaceae),,,ヒユ科(incl. Chenopodiaceae),-,"5,7,12,52,80,83,86,94,105"
Aptandraceae(Olacaceae p.p.),Aptandraceae(Olacaceae p.p.),,,アプタンドラ科(オラクス科 p.p.),-,"20,70,71,79,82,89,90,96,106,109"
Araliaceae p.p.(Torricelliaceae),Araliaceae p.p.(Torricelliaceae),,,ウコギ科 p.p.(トリケリア科),-,"2,58,105,119"
Apocynaceae(incl. Asclepiadaceae),Apocynaceae(incl. Asclepiadaceae),,,キョウチクトウ科(incl. Asclepiadaceae),-,"3,4,5,6,7,10,13,18,19,20,23,25,29,42,45,46,53,54,56,58,61,67,92,93,97,98,106,107,108,109,68,69,70,73,76,78,83,86,87,91,110,113,115,116,117,118,119"
Asteliaceae(Liliaceae p.p.),Asteliaceae(Liliaceae p.p.),,,アステリア科(ユリ科 p.p.),-,1
Calophyllaceae(Clusiaceae p.p.),Calophyllaceae(Clusiaceae p.p.),,,カロフィルム科(フクギ科 p.p.),-,"14,20,22,38,45,47,56,60,68,71,79,90,95"
Caprifoliaceae p.p.(Adoxaceae),Caprifoliaceae p.p.(Adoxaceae),,,スイカズラ科 p.p.(レンプクソウ科),-,"23,44,52,53,62,69,70,73,104,119"
Cardiopteridaceae(Icacinaceae p.p.),Cardiopteridaceae(Icacinaceae p.p.),,,ヤマイモモドキ科(クロタキカズラ科 p.p.),-,"5,19,20,38,43,69,74,79,84,100,106,109,110,119"
Cannabaceae(Ulmaceae p.p.),Cannabaceae(Ulmaceae p.p.),,,アサ科(ニレ科 p.p.),-,"18,26,30,33,48,49,52,53,58,71,72,75,82,101,102"
Centroplacaceae(Celastraceae),Centroplacaceae(Celastraceae),,,セントロプラクス科(ニシキギ科),-,"33,35,57,60,101,118"
Chenopodiaceae(Amaranthaceae),Chenopodiaceae(Amaranthaceae),,,Chenopodiaceae(ヒユ科),-,94
Colchicaceae(Liliaceae p.p.),Colchicaceae(Liliaceae p.p.),,,イヌサフラン科(ユリ科 p.p.),-,"4,53,106,112"
Cornaceae(incl. Alangiaceae/Nyssaceae),Cornaceae(incl. Alangiaceae/Nyssaceae),,,ミズキ科(incl. Alangiaceae/Nyssaceae),-,"5,7,35,48,52,53,59,62,65,67,68,69,70,85,86,97,101,104,106,110"
Cornaceae p.p.(Helwingiaceae),Cornaceae p.p.(Helwingiaceae),,,ミズキ科 p.p.(ハナイカダ科),-,85
Coulaceae(Olacaceae p.p.),Coulaceae(Olacaceae p.p.),,,コウラ科(オラクス科 p.p.),-,"20,70,74,76"
Dioscoreaceae(incl. Taccaceae),Dioscoreaceae(incl. Taccaceae),,,ヤマノイモ科(incl. タシロイモ科),-,"5,6,7,11,13,49,53,64,65,68,70,72,80,97,104,109,110,116,119"
Dipentodontaceae(Celastraceae p.p.),Dipentodontaceae(Celastraceae p.p.),,,ディペントドン科(ニシキギ科 p.p.),-,"52,69,70"
Erythropalaceae(Olacaceae p.p.),Erythropalaceae(Olacaceae p.p.),,,エリトロパルム科(オラクス科 p.p.),-,"4,9,35,53,106"
Euphorbiaceae p.p.(Pandaceae),Euphorbiaceae p.p.(Pandaceae),,,トウダイグサ科 p.p.(パンダ科),-,"79,80,82,87,93,105,108"
Euphorbiaceae p.p.(Peraceae),Euphorbiaceae p.p.(Peraceae),,,トウダイグサ科 p.p.(ペラ科),-,"14,82,86,108,112"
Euphorbiaceae p.p.(Phyllanthaceae),Euphorbiaceae p.p.(Phyllanthaceae),,,トウダイグサ科 p.p.(コミカンソウ科),-,"2,5,7,13,17,18,22,25,32,34,35,38,47,48,49,54,57,58,59,60,61,62,63,68,70,71,73,79,80,82,83,87,89,90,93,100,101,102,103,105,109,110,112,118"
Euphorbiaceae p.p.(Picrodendraceae),Euphorbiaceae p.p.(Picrodendraceae),,,トウダイグサ科 p.p.(ピクロデンドロン科),-,"43,112"
Euphorbiaceae p.p.(Putranjivaceae),Euphorbiaceae p.p.(Putranjivaceae),,,トウダイグサ科 p.p.(プトランジーバ科),-,"10,31,33,38,47,48,79,82,87,90,95,100"
Flacourtiaceae p.p.(Achariaceae),Flacourtiaceae p.p.(Achariaceae),,,Flacourtiaceae p.p.(アカリア科),-,"10,18,25,35,43,48,53,54,62,65,70,71,74,79,82,84,87,92,94,95,100,105,107,108,112"
Flacourtiaceae p.p.(Passifloraceae),Flacourtiaceae p.p.(Passifloraceae),,,Flacourtiaceae p.p.(トケイソウ科),-,"17,70,82,92"
Flacourtiaceae p.p.(Salicaceae),Flacourtiaceae p.p.(Salicaceae),,,Flacourtiaceae p.p.(ヤナギ科),-,"7,48,60,78,82,95,118"
Gelsemiaceae(Boraginaceae p.p.),Gelsemiaceae(Boraginaceae p.p.),,,ゲルセミウム科(ムラサキ科 p.p.),-,"14,23,93,101,102,109"
